Contig	Position	Length	Snps_females	Snps_males	Fst	Abs_depth_females	Abs_depth_males	Rel_depth_females	Rel_depth_males
NC_025984.4_RaGOO	12850000	48778480	0	0	0.0000	39	39	1.03	1.08
NC_025984.4_RaGOO	12875000	48778480	0	0	0.0000	35	33	0.93	0.89
NC_025984.4_RaGOO	12900000	48778480	0	0	0.0000	36	36	0.96	1.00
NC_025984.4_RaGOO	12925000	48778480	0	0	0.0000	41	41	1.07	1.12
NC_025984.4_RaGOO	12950000	48778480	0	5	0.0000	38	38	1.01	1.03
NC_025984.4_RaGOO	12975000	48778480	0	0	0.0000	37	35	0.98	0.96
NC_025984.4_RaGOO	13000000	48778480	1	0	0.0000	33	32	0.86	0.87
NC_025984.4_RaGOO	13025000	48778480	0	2	0.0000	33	34	0.87	0.93
NC_025984.4_RaGOO	13050000	48778480	0	0	0.0000	38	37	1.00	1.02
NC_025984.4_RaGOO	13075000	48778480	0	0	0.0000	40	39	1.05	1.07
NC_025984.4_RaGOO	13100000	48778480	0	1	0.0000	35	34	0.91	0.92
NC_025984.4_RaGOO	13125000	48778480	0	0	0.0000	37	35	0.97	0.96
NC_025984.4_RaGOO	13150000	48778480	6	2	0.0000	38	37	1.01	1.01
NC_025984.4_RaGOO	13175000	48778480	1	0	0.0000	35	35	0.91	0.96
NC_025984.4_RaGOO	13200000	48778480	0	0	0.0000	36	36	0.95	0.99
NC_025984.4_RaGOO	13225000	48778480	0	0	0.0000	38	36	1.00	0.99
NC_025984.4_RaGOO	13250000	48778480	0	0	0.0000	36	35	0.96	0.95
NC_025984.4_RaGOO	13275000	48778480	0	0	0.0000	35	31	0.91	0.86
NC_025984.4_RaGOO	13300000	48778480	0	3	0.0000	38	36	0.99	0.97
NC_025984.4_RaGOO	13325000	48778480	1	0	0.0000	40	38	1.05	1.04
NC_025984.4_RaGOO	13350000	48778480	0	2	0.0000	32	31	0.84	0.86
NC_025984.4_RaGOO	13375000	48778480	0	4	0.0118	65	74	1.72	2.03
NC_025984.4_RaGOO	13400000	48778480	1	0	0.0000	134	119	3.52	3.26
NC_025984.4_RaGOO	13425000	48778480	1	0	0.0000	48	46	1.26	1.27
NC_025984.4_RaGOO	13450000	48778480	0	1	0.0000	37	35	0.96	0.95
NC_025984.4_RaGOO	13475000	48778480	0	0	0.0000	36	35	0.96	0.95
NC_025984.4_RaGOO	13500000	48778480	0	0	0.0000	32	31	0.83	0.85
NC_025984.4_RaGOO	13525000	48778480	0	0	0.0000	32	29	0.83	0.80
NC_025984.4_RaGOO	13550000	48778480	1	0	0.0000	36	34	0.96	0.93
NC_025984.4_RaGOO	13575000	48778480	0	0	0.0000	34	31	0.89	0.85
NC_025984.4_RaGOO	13600000	48778480	0	0	0.0142	39	38	1.03	1.03
NC_025984.4_RaGOO	13625000	48778480	0	5	0.0098	38	35	0.99	0.97
NC_025984.4_RaGOO	13650000	48778480	0	1	0.0006	36	34	0.96	0.94
NC_025984.4_RaGOO	13675000	48778480	0	1	0.0000	37	36	0.99	1.00
NC_025984.4_RaGOO	13700000	48778480	1	0	0.0000	38	37	1.00	1.02
NC_025984.4_RaGOO	13725000	48778480	0	0	0.0000	37	35	0.98	0.96
NC_025984.4_RaGOO	13750000	48778480	1	0	0.0000	41	39	1.07	1.08
NC_025984.4_RaGOO	13775000	48778480	0	1	0.0000	39	40	1.04	1.09
NC_025984.4_RaGOO	13800000	48778480	0	2	0.0000	35	34	0.92	0.93
NC_025984.4_RaGOO	13825000	48778480	0	0	0.0000	35	35	0.93	0.95
NC_025984.4_RaGOO	13850000	48778480	0	0	0.0000	36	34	0.96	0.92
NC_025984.4_RaGOO	13875000	48778480	1	1	0.0000	33	29	0.87	0.81
NC_025984.4_RaGOO	13900000	48778480	0	0	0.0000	33	32	0.87	0.89
NC_025984.4_RaGOO	13925000	48778480	0	9	0.0000	35	31	0.92	0.86
NC_025984.4_RaGOO	13950000	48778480	0	1	0.0000	36	33	0.93	0.90
NC_025984.4_RaGOO	13975000	48778480	2	0	0.0000	34	31	0.89	0.85
NC_025984.4_RaGOO	14000000	48778480	1	0	0.0000	34	31	0.90	0.85
NC_025984.4_RaGOO	14025000	48778480	2	1	0.0000	31	29	0.82	0.80
NC_025984.4_RaGOO	14050000	48778480	0	0	0.0000	30	29	0.79	0.80
NC_025984.4_RaGOO	14075000	48778480	1	0	0.0001	33	31	0.87	0.85
NC_025984.4_RaGOO	14100000	48778480	0	1	0.0000	35	33	0.92	0.91
NC_025984.4_RaGOO	14125000	48778480	3	3	0.0150	33	29	0.87	0.81
NC_025984.4_RaGOO	14150000	48778480	0	2	0.0037	34	33	0.90	0.90
NC_025984.4_RaGOO	14175000	48778480	1	0	0.0033	36	34	0.94	0.93
NC_025984.4_RaGOO	14200000	48778480	2	3	0.0000	33	32	0.88	0.87
NC_025984.4_RaGOO	14225000	48778480	0	0	0.0000	33	32	0.87	0.87
NC_025984.4_RaGOO	14250000	48778480	2	0	0.0000	37	35	0.96	0.95
NC_025984.4_RaGOO	14275000	48778480	0	0	0.0000	35	34	0.93	0.93
NC_025984.4_RaGOO	14300000	48778480	0	0	0.0000	44	41	1.15	1.13
NC_025984.4_RaGOO	14325000	48778480	0	1	0.0000	40	40	1.06	1.10
NC_025984.4_RaGOO	14350000	48778480	1	0	0.0000	37	36	0.99	1.00
NC_025984.4_RaGOO	14375000	48778480	2	0	0.0104	37	35	0.97	0.97
NC_025984.4_RaGOO	14400000	48778480	0	6	0.0006	33	32	0.86	0.87
NC_025984.4_RaGOO	14425000	48778480	0	0	0.0011	36	35	0.95	0.95
NC_025984.4_RaGOO	14450000	48778480	0	0	0.0000	40	37	1.05	1.02
NC_025984.4_RaGOO	14475000	48778480	0	0	0.0000	36	32	0.94	0.87
NC_025984.4_RaGOO	14500000	48778480	0	0	0.0000	36	35	0.95	0.95
NC_025984.4_RaGOO	14525000	48778480	0	0	0.0000	32	32	0.85	0.88
NC_025984.4_RaGOO	14550000	48778480	0	0	0.0000	41	41	1.08	1.12
NC_025984.4_RaGOO	14575000	48778480	0	0	0.0000	38	37	1.00	1.00
NC_025984.4_RaGOO	14600000	48778480	0	0	0.0000	38	36	1.00	0.99
NC_025984.4_RaGOO	14625000	48778480	3	1	0.0000	35	32	0.93	0.89
NC_025984.4_RaGOO	14650000	48778480	1	0	0.0000	35	34	0.92	0.92
NC_025984.4_RaGOO	14675000	48778480	0	0	0.0000	31	30	0.83	0.81
NC_025984.4_RaGOO	14700000	48778480	0	0	0.0000	35	32	0.92	0.89
NC_025984.4_RaGOO	14725000	48778480	0	0	0.0000	36	33	0.96	0.91
NC_025984.4_RaGOO	14750000	48778480	0	0	0.0000	34	32	0.91	0.87
NC_025984.4_RaGOO	14775000	48778480	0	1	0.0000	38	36	1.00	0.99
NC_025984.4_RaGOO	14800000	48778480	0	0	0.0000	44	42	1.16	1.16
NC_025984.4_RaGOO	14825000	48778480	2	0	0.0000	43	43	1.14	1.17
NC_025984.4_RaGOO	14850000	48778480	0	1	0.0000	38	37	0.99	1.01
NC_025984.4_RaGOO	14875000	48778480	0	2	0.0109	40	37	1.06	1.01
NC_025984.4_RaGOO	14900000	48778480	1	0	0.0156	37	35	0.97	0.95
NC_025984.4_RaGOO	14925000	48778480	0	5	0.0000	33	30	0.88	0.82
NC_025984.4_RaGOO	14950000	48778480	0	0	0.0000	38	36	1.00	0.98
NC_025984.4_RaGOO	14975000	48778480	0	0	0.0000	41	39	1.07	1.06
NC_025984.4_RaGOO	15000000	48778480	0	0	0.0000	39	38	1.04	1.05
NC_025984.4_RaGOO	15025000	48778480	0	0	0.0000	42	41	1.11	1.12
NC_025984.4_RaGOO	15050000	48778480	0	0	0.0000	34	32	0.90	0.89
NC_025984.4_RaGOO	15075000	48778480	1	2	0.0227	34	33	0.91	0.91
NC_025984.4_RaGOO	15100000	48778480	3	0	0.0000	38	37	1.00	1.01
NC_025984.4_RaGOO	15125000	48778480	0	0	0.0017	36	34	0.96	0.94
NC_025984.4_RaGOO	15150000	48778480	0	0	0.0000	33	32	0.87	0.89
NC_025984.4_RaGOO	15175000	48778480	1	0	0.0000	37	35	0.97	0.95
NC_025984.4_RaGOO	15200000	48778480	1	0	0.0000	36	34	0.95	0.94
NC_025984.4_RaGOO	15225000	48778480	0	0	0.0000	36	35	0.94	0.95
NC_025984.4_RaGOO	15250000	48778480	0	0	0.0000	36	33	0.94	0.92
NC_025984.4_RaGOO	15275000	48778480	0	0	0.0000	37	35	0.99	0.95
NC_025984.4_RaGOO	15300000	48778480	0	0	0.0000	31	29	0.83	0.80
NC_025984.4_RaGOO	15325000	48778480	0	0	0.0000	33	32	0.87	0.89
NC_025984.4_RaGOO	15350000	48778480	0	0	0.0000	35	34	0.93	0.92
NC_025984.4_RaGOO	15375000	48778480	0	1	0.0000	33	30	0.87	0.82
NC_025984.4_RaGOO	15400000	48778480	0	2	0.0000	35	32	0.91	0.87
NC_025984.4_RaGOO	15425000	48778480	0	0	0.0000	35	32	0.92	0.87
NC_025984.4_RaGOO	15450000	48778480	0	0	0.0000	33	30	0.86	0.82
NC_025984.4_RaGOO	15475000	48778480	2	1	0.0000	33	33	0.88	0.90
NC_025984.4_RaGOO	15500000	48778480	0	0	0.0000	35	34	0.93	0.94
NC_025984.4_RaGOO	15525000	48778480	0	0	0.0000	37	36	0.96	0.99
NC_025984.4_RaGOO	15550000	48778480	0	0	0.0000	37	35	0.97	0.96
NC_025984.4_RaGOO	15575000	48778480	1	2	0.0000	33	30	0.88	0.83
NC_025984.4_RaGOO	15600000	48778480	1	0	0.0000	39	38	1.04	1.03
NC_025984.4_RaGOO	15625000	48778480	4	0	0.0000	34	32	0.89	0.88
NC_025984.4_RaGOO	15650000	48778480	0	0	0.0000	36	34	0.96	0.94
NC_025984.4_RaGOO	15675000	48778480	0	0	0.0000	40	36	1.05	1.00
NC_025984.4_RaGOO	15700000	48778480	0	2	0.0000	36	33	0.94	0.91
NC_025984.4_RaGOO	15725000	48778480	0	0	0.0000	37	36	0.98	0.99
NC_025984.4_RaGOO	15750000	48778480	1	0	0.0000	37	35	0.96	0.96
NC_025984.4_RaGOO	15775000	48778480	0	0	0.0000	38	36	1.01	0.98
NC_025984.4_RaGOO	15800000	48778480	0	0	0.0000	39	36	1.03	1.00
NC_025984.4_RaGOO	15825000	48778480	0	0	0.0000	44	42	1.15	1.16
NC_025984.4_RaGOO	15850000	48778480	0	0	0.0000	40	37	1.04	1.01
NC_025984.4_RaGOO	15875000	48778480	0	0	0.0000	36	33	0.95	0.90
NC_025984.4_RaGOO	15900000	48778480	1	0	0.0000	40	40	1.07	1.10
NC_025984.4_RaGOO	15925000	48778480	0	0	0.0000	37	36	0.98	1.00
NC_025984.4_RaGOO	15950000	48778480	2	0	0.0000	40	38	1.05	1.04
NC_025984.4_RaGOO	15975000	48778480	0	0	0.0000	37	36	0.98	1.00
NC_025984.4_RaGOO	16000000	48778480	1	0	0.0000	40	40	1.06	1.10
NC_025984.4_RaGOO	16025000	48778480	0	1	0.0000	38	37	0.99	1.02
NC_025984.4_RaGOO	16050000	48778480	0	0	0.0000	42	37	1.10	1.03
NC_025984.4_RaGOO	16075000	48778480	1	0	0.0000	36	35	0.95	0.96
NC_025984.4_RaGOO	16100000	48778480	0	0	0.0000	36	35	0.95	0.96
NC_025984.4_RaGOO	16125000	48778480	0	0	0.0000	39	37	1.03	1.02
NC_025984.4_RaGOO	16150000	48778480	0	1	0.0000	36	34	0.95	0.92
NC_025984.4_RaGOO	16175000	48778480	0	0	0.0229	36	34	0.95	0.94
NC_025984.4_RaGOO	16200000	48778480	0	0	0.0000	38	35	1.01	0.97
NC_025984.4_RaGOO	16225000	48778480	0	0	0.0000	38	36	0.99	0.98
NC_025984.4_RaGOO	16250000	48778480	0	0	0.0000	39	37	1.04	1.02
NC_025984.4_RaGOO	16275000	48778480	0	0	0.0000	36	34	0.95	0.94
NC_025984.4_RaGOO	16300000	48778480	0	0	0.0000	40	39	1.05	1.07
NC_025984.4_RaGOO	16325000	48778480	0	0	0.0000	35	34	0.92	0.94
NC_025984.4_RaGOO	16350000	48778480	1	7	0.0000	37	36	0.97	0.98
NC_025984.4_RaGOO	16375000	48778480	0	0	0.0000	34	33	0.88	0.90
NC_025984.4_RaGOO	16400000	48778480	0	0	0.0000	38	37	1.00	1.02
NC_025984.4_RaGOO	16425000	48778480	0	0	0.0000	38	36	0.99	0.99
NC_025984.4_RaGOO	16450000	48778480	0	0	0.0000	40	38	1.05	1.05
NC_025984.4_RaGOO	16475000	48778480	2	0	0.0000	39	37	1.03	1.02
NC_025984.4_RaGOO	16500000	48778480	0	1	0.0000	35	33	0.92	0.91
NC_025984.4_RaGOO	16525000	48778480	0	0	0.0000	36	35	0.95	0.95
NC_025984.4_RaGOO	16550000	48778480	0	0	0.0000	41	38	1.09	1.05
NC_025984.4_RaGOO	16575000	48778480	0	0	0.0000	43	41	1.14	1.13
NC_025984.4_RaGOO	16600000	48778480	0	4	0.0000	38	34	0.99	0.93
NC_025984.4_RaGOO	16625000	48778480	0	0	0.0000	39	39	1.03	1.06
NC_025984.4_RaGOO	16650000	48778480	0	0	0.0000	34	33	0.91	0.89
NC_025984.4_RaGOO	16675000	48778480	0	1	0.0174	41	38	1.08	1.04
NC_025984.4_RaGOO	16700000	48778480	0	0	0.0000	39	36	1.03	1.00
NC_025984.4_RaGOO	16725000	48778480	0	0	0.0000	42	40	1.10	1.10
NC_025984.4_RaGOO	16750000	48778480	0	0	0.0000	34	33	0.90	0.91
NC_025984.4_RaGOO	16775000	48778480	3	0	0.0000	36	35	0.96	0.97
NC_025984.4_RaGOO	16800000	48778480	1	1	0.0000	35	33	0.91	0.91
NC_025984.4_RaGOO	16825000	48778480	1	0	0.0000	38	35	0.99	0.95
NC_025984.4_RaGOO	16850000	48778480	0	0	0.0000	37	34	0.97	0.94
NC_025984.4_RaGOO	16875000	48778480	2	0	0.0000	36	33	0.94	0.89
NC_025984.4_RaGOO	16900000	48778480	0	0	0.0000	38	37	1.01	1.01
NC_025984.4_RaGOO	16925000	48778480	0	0	0.0000	44	42	1.16	1.16
NC_025984.4_RaGOO	16950000	48778480	0	0	0.0063	42	41	1.11	1.13
NC_025984.4_RaGOO	16975000	48778480	0	0	0.0000	39	38	1.03	1.04
NC_025984.4_RaGOO	17000000	48778480	0	0	0.0000	35	34	0.93	0.93
NC_025984.4_RaGOO	17025000	48778480	3	2	0.0000	37	35	0.98	0.97
NC_025984.4_RaGOO	17050000	48778480	0	0	0.0000	44	43	1.17	1.17
NC_025984.4_RaGOO	17075000	48778480	0	1	0.0000	37	35	0.96	0.95
NC_025984.4_RaGOO	17100000	48778480	0	0	0.0000	39	37	1.03	1.01
NC_025984.4_RaGOO	17125000	48778480	0	0	0.0000	40	37	1.05	1.01
NC_025984.4_RaGOO	17150000	48778480	0	0	0.0000	36	35	0.96	0.96
NC_025984.4_RaGOO	17175000	48778480	1	1	0.0020	36	35	0.94	0.97
NC_025984.4_RaGOO	17200000	48778480	0	1	0.0123	35	32	0.93	0.89
NC_025984.4_RaGOO	17225000	48778480	0	0	0.0000	34	32	0.88	0.88
NC_025984.4_RaGOO	17250000	48778480	0	9	0.0000	37	34	0.97	0.94
NC_025984.4_RaGOO	17275000	48778480	0	12	0.0215	35	32	0.91	0.88
NC_025984.4_RaGOO	17300000	48778480	0	0	0.0100	38	36	1.01	1.00
NC_025984.4_RaGOO	17325000	48778480	0	0	0.0076	39	37	1.03	1.00
NC_025984.4_RaGOO	17350000	48778480	0	0	0.0090	37	32	0.96	0.89
NC_025984.4_RaGOO	17375000	48778480	0	0	0.0000	39	37	1.04	1.01
NC_025984.4_RaGOO	17400000	48778480	0	18	0.0000	37	34	0.96	0.94
NC_025984.4_RaGOO	17425000	48778480	0	0	0.0000	38	36	1.00	0.99
NC_025984.4_RaGOO	17450000	48778480	0	6	0.0000	34	34	0.90	0.94
NC_025984.4_RaGOO	17475000	48778480	1	0	0.0000	36	34	0.93	0.94
NC_025984.4_RaGOO	17500000	48778480	2	2	0.0000	34	33	0.90	0.90
NC_025984.4_RaGOO	17525000	48778480	0	0	0.0000	35	34	0.93	0.92
NC_025984.4_RaGOO	17550000	48778480	0	0	0.0000	37	35	0.98	0.95
NC_025984.4_RaGOO	17575000	48778480	0	0	0.0016	38	35	1.00	0.96
NC_025984.4_RaGOO	17600000	48778480	0	0	0.0016	43	41	1.14	1.13
NC_025984.4_RaGOO	17625000	48778480	0	0	0.0000	40	38	1.05	1.05
NC_025984.4_RaGOO	17650000	48778480	0	0	0.0000	38	36	1.00	0.99
NC_025984.4_RaGOO	17675000	48778480	0	0	0.0000	40	37	1.06	1.02
NC_025984.4_RaGOO	17700000	48778480	1	1	0.0000	35	32	0.92	0.87
NC_025984.4_RaGOO	17725000	48778480	2	1	0.0224	36	34	0.95	0.94
NC_025984.4_RaGOO	17750000	48778480	0	1	0.0000	35	33	0.93	0.90
NC_025984.4_RaGOO	17775000	48778480	0	1	0.0000	38	34	0.99	0.94
NC_025984.4_RaGOO	17800000	48778480	2	0	0.0000	36	33	0.95	0.92
NC_025984.4_RaGOO	17825000	48778480	1	1	0.0000	37	34	0.97	0.94
NC_025984.4_RaGOO	17850000	48778480	0	0	0.0000	36	34	0.94	0.94
NC_025984.4_RaGOO	17875000	48778480	7	1	0.0000	31	28	0.81	0.78
NC_025984.4_RaGOO	17900000	48778480	1	0	0.0000	32	31	0.85	0.85
NC_025984.4_RaGOO	17925000	48778480	1	0	0.0000	32	29	0.85	0.80
NC_025984.4_RaGOO	17950000	48778480	4	0	0.0014	34	30	0.89	0.82
NC_025984.4_RaGOO	17975000	48778480	6	0	0.0058	31	27	0.82	0.74
NC_025984.4_RaGOO	18000000	48778480	2	2	0.0000	36	33	0.94	0.89
NC_025984.4_RaGOO	18025000	48778480	0	0	0.0000	39	36	1.01	0.98
NC_025984.4_RaGOO	18050000	48778480	1	0	0.0000	37	37	0.98	1.02
NC_025984.4_RaGOO	18075000	48778480	0	0	0.0000	37	36	0.98	0.97
NC_025984.4_RaGOO	18100000	48778480	0	0	0.0000	34	35	0.90	0.95
NC_025984.4_RaGOO	18125000	48778480	0	1	0.0029	40	38	1.04	1.04
NC_025984.4_RaGOO	18150000	48778480	0	0	0.0174	35	33	0.93	0.91
NC_025984.4_RaGOO	18175000	48778480	3	0	0.0132	34	32	0.89	0.88
NC_025984.4_RaGOO	18200000	48778480	0	1	0.0000	36	35	0.95	0.95
NC_025984.4_RaGOO	18225000	48778480	2	3	0.0004	36	34	0.96	0.94
NC_025984.4_RaGOO	18250000	48778480	0	0	0.0000	34	32	0.89	0.88
NC_025984.4_RaGOO	18275000	48778480	0	0	0.0000	37	35	0.97	0.96
NC_025984.4_RaGOO	18300000	48778480	0	4	0.0000	37	35	0.97	0.97
NC_025984.4_RaGOO	18325000	48778480	0	0	0.0000	42	39	1.10	1.07
NC_025984.4_RaGOO	18350000	48778480	1	2	0.0000	38	38	1.01	1.04
NC_025984.4_RaGOO	18375000	48778480	0	0	0.0000	38	38	1.01	1.04
NC_025984.4_RaGOO	18400000	48778480	6	1	0.0000	32	31	0.85	0.85
NC_025984.4_RaGOO	18425000	48778480	1	0	0.0000	35	34	0.92	0.92
NC_025984.4_RaGOO	18450000	48778480	0	3	0.0000	36	35	0.94	0.96
NC_025984.4_RaGOO	18475000	48778480	1	3	0.0000	37	34	0.97	0.93
NC_025984.4_RaGOO	18500000	48778480	0	1	0.0000	37	35	0.98	0.97
NC_025984.4_RaGOO	18525000	48778480	1	1	0.0006	40	39	1.05	1.06
NC_025984.4_RaGOO	18550000	48778480	0	0	0.0000	42	39	1.10	1.07
NC_025984.4_RaGOO	18575000	48778480	0	0	0.0000	40	39	1.05	1.08
NC_025984.4_RaGOO	18600000	48778480	0	1	0.0000	37	38	0.97	1.03
NC_025984.4_RaGOO	18625000	48778480	0	0	0.0000	41	39	1.07	1.07
NC_025984.4_RaGOO	18650000	48778480	0	0	0.0000	41	40	1.09	1.09
NC_025984.4_RaGOO	18675000	48778480	0	1	0.0000	32	31	0.85	0.84
NC_025984.4_RaGOO	18700000	48778480	0	0	0.0000	38	36	0.99	0.98
NC_025984.4_RaGOO	18725000	48778480	0	0	0.0000	45	42	1.19	1.15
NC_025984.4_RaGOO	18750000	48778480	0	3	0.0000	37	37	0.98	1.01
NC_025984.4_RaGOO	18775000	48778480	0	0	0.0000	40	38	1.06	1.03
NC_025984.4_RaGOO	18800000	48778480	0	0	0.0000	38	34	0.99	0.93
NC_025984.4_RaGOO	18825000	48778480	0	0	0.0000	36	33	0.94	0.90
NC_025984.4_RaGOO	18850000	48778480	1	0	0.0000	35	32	0.91	0.88
NC_025984.4_RaGOO	18875000	48778480	0	0	0.0000	42	40	1.11	1.10
NC_025984.4_RaGOO	18900000	48778480	0	0	0.0000	40	36	1.06	1.00
NC_025984.4_RaGOO	18925000	48778480	0	0	0.0000	41	39	1.07	1.06
NC_025984.4_RaGOO	18950000	48778480	4	0	0.0000	29	26	0.77	0.70
NC_025984.4_RaGOO	18975000	48778480	1	0	0.0008	40	38	1.04	1.03
NC_025984.4_RaGOO	19000000	48778480	0	1	0.0000	37	36	0.97	1.00
NC_025984.4_RaGOO	19025000	48778480	0	1	0.0048	38	34	1.00	0.93
NC_025984.4_RaGOO	19050000	48778480	0	3	0.0000	33	30	0.86	0.83
NC_025984.4_RaGOO	19075000	48778480	4	0	0.0000	40	37	1.04	1.01
NC_025984.4_RaGOO	19100000	48778480	0	3	0.0000	33	31	0.87	0.84
NC_025984.4_RaGOO	19125000	48778480	0	0	0.0099	37	36	0.97	0.99
NC_025984.4_RaGOO	19150000	48778480	1	2	0.0261	39	37	1.03	1.03
NC_025984.4_RaGOO	19175000	48778480	4	14	0.0456	34	34	0.91	0.94
NC_025984.4_RaGOO	19200000	48778480	0	0	0.0061	39	39	1.02	1.06
NC_025984.4_RaGOO	19225000	48778480	0	0	0.0366	38	36	1.01	0.99
NC_025984.4_RaGOO	19250000	48778480	0	0	0.0000	36	33	0.94	0.92
NC_025984.4_RaGOO	19275000	48778480	0	2	0.0000	31	28	0.82	0.77
NC_025984.4_RaGOO	19300000	48778480	0	0	0.0000	37	34	0.98	0.93
NC_025984.4_RaGOO	19325000	48778480	3	0	0.0000	36	36	0.96	0.97
NC_025984.4_RaGOO	19350000	48778480	0	0	0.0000	33	31	0.87	0.84
NC_025984.4_RaGOO	19375000	48778480	0	2	0.0000	39	38	1.03	1.03
NC_025984.4_RaGOO	19400000	48778480	0	2	0.0000	40	41	1.05	1.12
NC_025984.4_RaGOO	19425000	48778480	8	1	0.0256	38	35	0.99	0.96
NC_025984.4_RaGOO	19450000	48778480	1	1	0.0513	36	33	0.94	0.92
NC_025984.4_RaGOO	19475000	48778480	10	1	0.0000	15	10	0.40	0.28
NC_025984.4_RaGOO	19500000	48778480	2	1	0.0000	33	29	0.87	0.81
NC_025984.4_RaGOO	19525000	48778480	0	1	0.0000	34	32	0.89	0.88
NC_025984.4_RaGOO	19550000	48778480	0	2	0.0000	35	33	0.92	0.91
NC_025984.4_RaGOO	19575000	48778480	0	1	0.0000	38	38	1.00	1.03
NC_025984.4_RaGOO	19600000	48778480	0	1	0.0000	38	36	1.01	1.00
NC_025984.4_RaGOO	19625000	48778480	0	0	0.0000	37	37	0.97	1.03
NC_025984.4_RaGOO	19650000	48778480	0	1	0.0000	37	35	0.97	0.95
NC_025984.4_RaGOO	19675000	48778480	0	0	0.0000	39	40	1.04	1.09
NC_025984.4_RaGOO	19700000	48778480	0	0	0.0000	43	42	1.13	1.14
NC_025984.4_RaGOO	19725000	48778480	2	0	0.0000	38	37	0.99	1.00
NC_025984.4_RaGOO	19750000	48778480	0	0	0.0000	38	36	1.00	0.99
NC_025984.4_RaGOO	19775000	48778480	1	0	0.0000	35	34	0.91	0.92
NC_025984.4_RaGOO	19800000	48778480	0	0	0.0000	39	36	1.02	0.99
NC_025984.4_RaGOO	19825000	48778480	0	2	0.0066	38	35	0.99	0.95
NC_025984.4_RaGOO	19850000	48778480	0	3	0.0000	36	37	0.96	1.00
NC_025984.4_RaGOO	19875000	48778480	0	0	0.0000	231	233	6.07	6.40
NC_025984.4_RaGOO	19900000	48778480	1	0	0.0144	134	132	3.52	3.61
NC_025984.4_RaGOO	19925000	48778480	14	1	0.0157	19	22	0.51	0.60
NC_025984.4_RaGOO	19950000	48778480	0	0	0.0990	1	1	0.03	0.02
NC_025984.4_RaGOO	19975000	48778480	0	0	0.0000	37	35	0.99	0.97
NC_025984.4_RaGOO	20000000	48778480	0	13	0.0000	37	33	0.97	0.91
NC_025984.4_RaGOO	20025000	48778480	0	0	0.0000	41	39	1.09	1.07
NC_025984.4_RaGOO	20050000	48778480	0	1	0.0000	36	35	0.96	0.95
NC_025984.4_RaGOO	20075000	48778480	0	0	0.0000	39	37	1.03	1.01
NC_025984.4_RaGOO	20100000	48778480	1	0	0.0000	41	40	1.09	1.11
NC_025984.4_RaGOO	20125000	48778480	0	0	0.0000	42	40	1.10	1.10
NC_025984.4_RaGOO	20150000	48778480	7	0	0.0004	36	35	0.94	0.96
NC_025984.4_RaGOO	20175000	48778480	1	0	0.0000	37	38	0.98	1.03
NC_025984.4_RaGOO	20200000	48778480	0	0	0.0000	37	36	0.98	1.00
NC_025984.4_RaGOO	20225000	48778480	0	0	0.0000	36	34	0.95	0.94
NC_025984.4_RaGOO	20250000	48778480	0	0	0.0000	40	38	1.04	1.03
NC_025984.4_RaGOO	20275000	48778480	0	0	0.0000	38	38	1.01	1.03
NC_025984.4_RaGOO	20300000	48778480	0	0	0.0000	41	38	1.07	1.04
NC_025984.4_RaGOO	20325000	48778480	0	0	0.0000	37	34	0.98	0.92
NC_025984.4_RaGOO	20350000	48778480	0	0	0.0000	38	37	1.00	1.02
NC_025984.4_RaGOO	20375000	48778480	0	2	0.0000	40	37	1.05	1.01
NC_025984.4_RaGOO	20400000	48778480	2	1	0.0000	35	35	0.92	0.96
NC_025984.4_RaGOO	20425000	48778480	0	0	0.0000	40	38	1.04	1.03
NC_025984.4_RaGOO	20450000	48778480	2	0	0.0000	38	35	0.99	0.97
NC_025984.4_RaGOO	20475000	48778480	0	2	0.0000	37	35	0.99	0.97
NC_025984.4_RaGOO	20500000	48778480	0	0	0.0000	41	41	1.07	1.13
NC_025984.4_RaGOO	20525000	48778480	1	0	0.0000	41	42	1.07	1.15
NC_025984.4_RaGOO	20550000	48778480	2	0	0.0044	39	38	1.02	1.04
NC_025984.4_RaGOO	20575000	48778480	2	0	0.0000	40	38	1.05	1.05
NC_025984.4_RaGOO	20600000	48778480	0	0	0.0000	36	35	0.95	0.95
NC_025984.4_RaGOO	20625000	48778480	0	0	0.0000	40	39	1.04	1.06
NC_025984.4_RaGOO	20650000	48778480	0	0	0.0000	33	32	0.88	0.88
NC_025984.4_RaGOO	20675000	48778480	0	2	0.0000	36	34	0.94	0.93
NC_025984.4_RaGOO	20700000	48778480	0	1	0.0000	38	36	1.00	0.98
NC_025984.4_RaGOO	20725000	48778480	0	0	0.0000	37	36	0.97	0.99
NC_025984.4_RaGOO	20750000	48778480	0	0	0.0000	37	36	0.97	1.00
NC_025984.4_RaGOO	20775000	48778480	0	1	0.0000	37	35	0.99	0.97
NC_025984.4_RaGOO	20800000	48778480	0	0	0.0000	40	38	1.04	1.03
NC_025984.4_RaGOO	20825000	48778480	0	0	0.0000	32	28	0.85	0.78
NC_025984.4_RaGOO	20850000	48778480	8	0	0.0234	39	37	1.03	1.02
NC_025984.4_RaGOO	20875000	48778480	4	0	0.0153	39	35	1.03	0.97
NC_025984.4_RaGOO	20900000	48778480	3	0	0.0000	36	33	0.94	0.89
NC_025984.4_RaGOO	20925000	48778480	0	1	0.0236	37	36	0.98	0.98
